Timestamp,Speed,DistanceFromCenter,TrackAngle,TrackDistance,WorldPosition,WorldRotation,Throttle,Brakes,Steering,Gear
1731746357.7290869;0.34187454;-3.87744069;-0.6626383;2005.29272;{'X': -8.461029, 'Y': -0.0539205074, 'Z': 3.92112732};{'X': 359.975159, 'Y': 0.189849854, 'Z': -0.000132757632};10;0;42;1
1731746357.7463155;0.12450432;-3.87718153;-0.6623429;2005.29431;{'X': -8.459511, 'Y': -0.05391991, 'Z': 3.9208374};{'X': 359.975159, 'Y': 0.1900177, 'Z': -0.000121936224};9;0;42;1
1731746357.764956;-0.213815227;-3.87686157;-0.6546168;2005.29651;{'X': -8.457294, 'Y': -0.0539194345, 'Z': 3.92048645};{'X': 359.975159, 'Y': 0.200943, 'Z': -0.000118268479};11;0;42;1
1731746357.7820485;0.541839361;-3.876526;-0.651620746;2005.29834;{'X': -8.455456, 'Y': -0.05391884, 'Z': 3.9201355};{'X': 359.975159, 'Y': 0.205612183, 'Z': -0.000108279179};12;0;42;1
1731746357.7980933;0.9330925;-3.8762517;-0.64649564;2005.30042;{'X': -8.453354, 'Y': -0.0539181232, 'Z': 3.91983032};{'X': 359.975159, 'Y': 0.212715149, 'Z': -9.261193e-05};5;0;42;1
1731746357.8301642;0.02238835;-3.87620616;-0.6440698;2005.30078;{'X': -8.45299149, 'Y': -0.053918004, 'Z': 3.91976929};{'X': 359.975159, 'Y': 0.216644287, 'Z': -8.997807e-05};8;0;42;2
1731746357.8462572;-0.29223752;-3.876084;-0.6422443;2005.30151;{'X': -8.452328, 'Y': -0.0539178848, 'Z': 3.91964722};{'X': 359.9752, 'Y': 0.219360352, 'Z': -9.777376e-05};13;0;42;2
1731746357.8637166;-0.6225139;-3.87594676;-0.6398023;2005.30212;{'X': -8.451714, 'Y': -0.0539177656, 'Z': 3.91949463};{'X': 359.9752, 'Y': 0.222763062, 'Z': -0.000116918622};13;0;42;2
1731746357.8813927;0.541386545;-3.875886;-0.6361217;2005.30261;{'X': -8.45113, 'Y': -0.0539176464, 'Z': 3.91943359};{'X': 359.975159, 'Y': 0.228279114, 'Z': -0.000100187492};13;0;42;2
1731746357.898043;0.362398;-3.875703;-0.633347154;2005.304;{'X': -8.449848, 'Y': -0.053917408, 'Z': 3.91923523};{'X': 359.975159, 'Y': 0.232551575, 'Z': -0.000113482696};7;0;43;2
1731746357.9137247;0.362398;-3.875703;-0.633347154;2005.304;{'X': -8.449848, 'Y': -0.053917408, 'Z': 3.91923523};{'X': 359.975159, 'Y': 0.232551575, 'Z': -0.000113482696};12;0;42;2
1731746357.9320333;-0.0905127153;-3.87552;-0.6286958;2005.305;{'X': -8.448757, 'Y': -0.05391717, 'Z': 3.91903687};{'X': 359.975159, 'Y': 0.239547729, 'Z': -0.000113952934};11;0;43;2
1731746357.9472291;-0.266913176;-3.87524581;-0.6224399;2005.30664;{'X': -8.447166, 'Y': -0.0539165735, 'Z': 3.91873169};{'X': 359.9752, 'Y': 0.248710632, 'Z': -0.0001409477};14;0;42;2
1731746357.96356;0.758219659;-3.87504745;-0.6205508;2005.30786;{'X': -8.445995, 'Y': -0.0539162159, 'Z': 3.918518};{'X': 359.975159, 'Y': 0.251785278, 'Z': -0.000128075219};12;0;42;2
1731746357.9801521;-0.0121258721;-3.87471223;-0.615166962;2005.30981;{'X': -8.444035, 'Y': -0.0539155, 'Z': 3.918167};{'X': 359.9752, 'Y': 0.260261536, 'Z': -0.00014963634};4;0;43;2
